"コード","住所1","住所2"
"40519_0125_00","宗像市","河東"
"40519_0568_00","宗像市","鐘崎"
"40519_0137_00","宗像市","久原"
"40519_0529_00","宗像市","くりえいと"
"40519_0570_00","宗像市","公園通り"
"40519_0582_00","宗像市","上八"
"40519_0594_00","宗像市","神湊"
"40519_0455_00","宗像市","広陵台"
"40519_0152_00","宗像市","栄町"
"40519_0481_00","宗像市","桜"
"40519_0149_00","宗像市","三郎丸"
"40519_0493_00","宗像市","樟陽台"
"40519_0164_00","宗像市","自由ヶ丘"
"40519_0176_00","宗像市","自由ヶ丘西町"
"40519_0416_00","宗像市","自由ヶ丘南"
"40519_0188_00","宗像市","城西ヶ丘"
"40519_0190_00","宗像市","須恵"
"40519_0214_00","宗像市","田久"
"40519_0226_00","宗像市","田熊"
"40519_0202_00","宗像市","武丸"
"40519_0618_00","宗像市","田島"
"40519_0620_00","宗像市","田野"
"40519_0632_00","宗像市","多禮"
"40519_0606_00","宗像市","地島"
"40519_0238_00","宗像市","土穴"
"40519_0467_00","宗像市","天平台"
"40519_0253_00","宗像市","東郷"
"40519_0240_00","宗像市","徳重"
"40519_0265_00","宗像市","名残"
"40519_0277_00","宗像市","野坂"
"40519_0291_00","宗像市","葉山"
"40519_0289_00","宗像市","原町"
"40519_0315_00","宗像市","ひかりケ丘"
"40519_0303_00","宗像市","日の里"
"40519_0671_00","宗像市","平井"
"40519_0327_00","宗像市","平等寺"
"40519_0644_00","宗像市","深田"
"40519_0339_00","宗像市","冨地原"
"40519_0341_00","宗像市","曲"
"40519_0683_00","宗像市","三倉"
"40519_0354_00","宗像市","光岡"
"40519_0428_00","宗像市","緑町"
"40519_0721_00","宗像市","宮田"
"40519_0657_00","宗像市","牟田尻"
"40519_0366_00","宗像市","村山田"
"40519_0378_00","宗像市","用山"
"40519_0380_00","宗像市","山田"
"40519_0669_00","宗像市","吉田"
"40519_0392_00","宗像市","吉留"
"40519_0404_00","宗像市","陵厳寺"
"40519_0505_00","宗像市","和歌美台"
"40520_0167_00","太宰府市","青葉台"
"40520_0193_00","太宰府市","青山"
"40520_0306_00","太宰府市","石穴"
"40520_0231_00","太宰府市","石坂"
"40520_0015_00","太宰府市","内山"
"40520_0217_00","太宰府市","梅ヶ丘"
"40520_0027_00","太宰府市","大佐野"
"40520_0039_00","太宰府市","観世音寺"
"40520_0041_00","太宰府市","北谷"
"40520_0054_00","太宰府市","国分"
"40520_0066_00","太宰府市","五条"
"40520_0318_00","太宰府市","宰都"
"40520_0243_00","太宰府市","宰府"
"40520_0078_00","太宰府市","坂本"
"40520_0268_00","太宰府市","三条"
"40520_0256_00","太宰府市","白川"
"40520_0282_00","太宰府市","朱雀"
"40520_0229_00","太宰府市","高雄"
"40520_0080_00","太宰府市","太宰府"
"40520_0092_00","太宰府市","通古賀"
"40520_0270_00","太宰府市","都府楼南"
"40520_0181_00","太宰府市","長浦台"
"40520_0205_00","太宰府市","梅香苑"
"40520_0294_00","太宰府市","御笠"
"40520_0104_00","太宰府市","水城"
"40520_0128_00","太宰府市","向佐野"
"40520_0130_00","太宰府市","吉松"
"40520_0155_00","太宰府市","連歌屋"
"40522_0017_00","古賀市","青柳"
"40522_0029_00","古賀市","青柳町"
"40522_0031_00","古賀市","糸ケ浦"
"40522_0043_00","古賀市","今在家"
"40522_0056_00","古賀市","今の庄"
"40522_0068_00","古賀市","駅東"
"40522_0070_00","古賀市","小竹"
"40522_0082_00","古賀市","小山田"
"40522_0094_00","古賀市","花鶴丘"
"40522_0106_00","古賀市","川原"
"40522_0118_00","古賀市","久保"
"40522_0120_00","古賀市","古賀"
"40522_0132_00","古賀市","薦野"
"40522_0157_00","古賀市","庄"
"40522_0296_00","古賀市","新久保"
"40522_0169_00","古賀市","新原"
"40522_0144_00","古賀市","鹿部"
"40522_0171_00","古賀市","谷山"
"40522_0183_00","古賀市","千鳥"
"40522_0195_00","古賀市","中央"
"40522_0207_00","古賀市","天神"
"40522_0219_00","古賀市","米多比"
"40522_0221_00","古賀市","花見東"
"40522_0233_00","古賀市","花見南"
"40522_0245_00","古賀市","日吉"
"40522_0258_00","古賀市","舞の里"
"40522_0284_00","古賀市","美明"
"40522_0308_00","古賀市","美郷"
"40522_0260_00","古賀市","筵内"
"40522_0272_00","古賀市","薬王寺"
"40523_9993_00","福津市","（町名なし）"
"40523_0412_00","福津市","あけぼの"
"40523_0018_00","福津市","畦町"
"40523_0273_00","福津市","在自"
"40523_0020_00","福津市","内殿"
"40523_0285_00","福津市","大石"
"40523_0032_00","福津市","小竹"
"40523_0297_00","福津市","勝浦"
"40523_0044_00","福津市","上西郷"
"40523_0057_00","福津市","光陽台"
"40523_0069_00","福津市","光陽台南"
"40523_0071_00","福津市","桜川"
"40523_0083_00","福津市","舎利蔵"
"40523_0309_00","福津市","須多田"
"40523_0095_00","福津市","高平"
"40523_0107_00","福津市","中央"
"40523_0119_00","福津市","津丸"
"40523_0311_00","福津市","津屋崎"
"40523_0121_00","福津市","手光"
"40523_0133_00","福津市","手光南"
"40523_0145_00","福津市","西福間"
"40523_0323_00","福津市","奴山"
"40523_0158_00","福津市","花見が丘"
"40523_0160_00","福津市","花見が浜"
"40523_0172_00","福津市","花見の里"
"40523_0184_00","福津市","東福間"
"40523_0196_00","福津市","久末"
"40523_0424_00","福津市","日蒔野"
"40523_0362_00","福津市","福間駅東"
"40523_0210_00","福津市","福間町"
"40523_0208_00","福津市","福間南"
"40523_0374_00","福津市","星ヶ丘"
"40523_0335_00","福津市","宮司"
"40523_0400_00","福津市","宮司ヶ丘"
"40523_0398_00","福津市","宮司浜"
"40523_0386_00","福津市","宮司元町"
"40523_0222_00","福津市","村山田"
"40523_0234_00","福津市","本木"
"40523_0246_00","福津市","八並"
"40523_0347_00","福津市","生家"
"40523_0259_00","福津市","有弥の里"
"40523_0261_00","福津市","若木台"
"40523_0350_00","福津市","渡"
"40529_0014_00","糸島市","有田"
"40529_0026_00","糸島市","有田中央"
"40529_0038_00","糸島市","飯原"
"40529_0040_00","糸島市","池田"
"40529_0053_00","糸島市","井田"
"40529_0065_00","糸島市","板持"
"40529_0990_00","糸島市","伊都の杜"
"40529_0077_00","糸島市","岩本"
"40529_0089_00","糸島市","井原"
"40529_0091_00","糸島市","浦志"
"40529_0103_00","糸島市","潤"
"40529_0115_00","糸島市","王丸"
"40529_0127_00","糸島市","大浦"
"40529_0139_00","糸島市","荻浦"
"40529_0141_00","糸島市","加布里"
"40529_0154_00","糸島市","神在"
"40529_1004_00","糸島市","神在東"
"40529_0166_00","糸島市","川付"
"40529_0178_00","糸島市","川原"
"40529_0180_00","糸島市","蔵持"
"40529_0192_00","糸島市","高来寺"
"40529_0204_00","糸島市","香力"
"40529_0242_00","糸島市","志登"
"40529_0216_00","糸島市","篠原"
"40529_0228_00","糸島市","篠原西"
"40529_0230_00","糸島市","篠原東"
"40529_0610_00","糸島市","志摩井田原"
"40529_0622_00","糸島市","志摩稲留"
"40529_0634_00","糸島市","志摩稲葉"
"40529_0646_00","糸島市","志摩岐志"
"40529_0659_00","糸島市","志摩久家"
"40529_0661_00","糸島市","志摩芥屋"
"40529_0673_00","糸島市","志摩小金丸"
"40529_0685_00","糸島市","志摩小富士"
"40529_0697_00","糸島市","志摩桜井"
"40529_0709_00","糸島市","志摩新町"
"40529_0711_00","糸島市","志摩津和崎"
"40529_0723_00","糸島市","志摩西貝塚"
"40529_0735_00","糸島市","志摩野北"
"40529_0747_00","糸島市","志摩初"
"40529_0750_00","糸島市","志摩馬場"
"40529_0762_00","糸島市","志摩東貝塚"
"40529_0774_00","糸島市","志摩姫島"
"40529_0786_00","糸島市","志摩船越"
"40529_0798_00","糸島市","志摩松隈"
"40529_0800_00","糸島市","志摩御床"
"40529_0812_00","糸島市","志摩師吉"
"40529_0824_00","糸島市","志摩吉田"
"40529_0255_00","糸島市","白糸"
"40529_0267_00","糸島市","新田"
"40529_0281_00","糸島市","末永"
"40529_0279_00","糸島市","瑞梅寺"
"40529_0293_00","糸島市","瀬戸"
"40529_0305_00","糸島市","曽根"
"40529_0317_00","糸島市","高上"
"40529_0329_00","糸島市","高祖"
"40529_0331_00","糸島市","高田"
"40529_0343_00","糸島市","多久"
"40529_0356_00","糸島市","大門"
"40529_0368_00","糸島市","千早新田"
"40529_0370_00","糸島市","泊"
"40529_0382_00","糸島市","富"
"40529_0394_00","糸島市","長野"
"40529_0406_00","糸島市","西堂"
"40529_0836_00","糸島市","二丈一貴山"
"40529_0848_00","糸島市","二丈石崎"
"40529_0851_00","糸島市","二丈片山"
"40529_0863_00","糸島市","二丈上深江"
"40529_0875_00","糸島市","二丈鹿家"
"40529_0887_00","糸島市","二丈武"
"40529_0899_00","糸島市","二丈田中"
"40529_0901_00","糸島市","二丈長石"
"40529_0913_00","糸島市","二丈浜窪"
"40529_0925_00","糸島市","二丈波呂"
"40529_0937_00","糸島市","二丈深江"
"40529_0949_00","糸島市","二丈福井"
"40529_0952_00","糸島市","二丈松末"
"40529_0964_00","糸島市","二丈松国"
"40529_0976_00","糸島市","二丈満吉"
"40529_0988_00","糸島市","二丈吉井"
"40529_0418_00","糸島市","波多江"
"40529_0420_00","糸島市","波多江駅北"
"40529_0432_00","糸島市","波多江駅南"
"40529_0444_00","糸島市","東"
"40529_0457_00","糸島市","本"
"40529_0469_00","糸島市","前原"
"40529_0471_00","糸島市","前原駅南"
"40529_0483_00","糸島市","前原北"
"40529_0495_00","糸島市","前原中央"
"40529_0507_00","糸島市","前原西"
"40529_0519_00","糸島市","前原東"
"40529_0521_00","糸島市","前原南"
"40529_0533_00","糸島市","三雲"
"40529_0545_00","糸島市","三坂"
"40529_0558_00","糸島市","美咲が丘"
"40529_0560_00","糸島市","南風台"
"40529_0572_00","糸島市","八島"
"40529_0584_00","糸島市","山北"
"40529_0596_00","糸島市","油比"
"40529_0608_00","糸島市","雷山"
"40530_0017_00","那珂川市","安徳"
"40530_0029_00","那珂川市","市ノ瀬"
"40530_0031_00","那珂川市","今光"
"40530_0043_00","那珂川市","後野"
"40530_0056_00","那珂川市","埋金"
"40530_0068_00","那珂川市","恵子"
"40530_0070_00","那珂川市","王塚台"
"40530_0082_00","那珂川市","片縄"
"40530_0094_00","那珂川市","片縄北"
"40530_0106_00","那珂川市","片縄西"
"40530_0118_00","那珂川市","片縄東"
"40530_0120_00","那珂川市","上梶原"
"40530_0132_00","那珂川市","五ヶ山"
"40530_0144_00","那珂川市","五郎丸"
"40530_0157_00","那珂川市","下梶原"
"40530_0169_00","那珂川市","仲"
"40530_0171_00","那珂川市","仲丸"
"40530_0183_00","那珂川市","道善"
"40530_0195_00","那珂川市","中原"
"40530_0207_00","那珂川市","中原東"
"40530_0219_00","那珂川市","南面里"
"40530_0221_00","那珂川市","成竹"
"40530_0233_00","那珂川市","西隈"
"40530_0245_00","那珂川市","西畑"
"40530_0258_00","那珂川市","東隈"
"40530_0260_00","那珂川市","不入道"
"40530_0272_00","那珂川市","別所"
"40530_0284_00","那珂川市","松木"
"40530_0296_00","那珂川市","松原"
"40530_0308_00","那珂川市","観晴が丘"
"40530_0310_00","那珂川市","山田"
"40800_0634_00","糟屋郡","宇美町井野"
"40800_0634_01","糟屋郡","宇美町井野赤井手"
"40800_0622_00","糟屋郡","宇美町宇美"
"40800_0622_01","糟屋郡","宇美町宇美今屋敷"
"40800_0622_02","糟屋郡","宇美町宇美上の原"
"40800_0622_03","糟屋郡","宇美町宇美鎌倉"
"40800_0622_04","糟屋郡","宇美町宇美上宇美"
"40800_0622_05","糟屋郡","宇美町宇美上河原"
"40800_0622_06","糟屋郡","宇美町宇美黒穂"
"40800_0622_07","糟屋郡","宇美町宇美神武原"
"40800_0622_08","糟屋郡","宇美町宇美極楽寺"
"40800_0622_09","糟屋郡","宇美町宇美桜原"
"40800_0622_10","糟屋郡","宇美町宇美下宇美"
"40800_0622_11","糟屋郡","宇美町宇美辻荒木"
"40800_0622_12","糟屋郡","宇美町宇美仲の原"
"40800_0622_13","糟屋郡","宇美町宇美柳原"
"40800_0622_15","糟屋郡","宇美町宇美林崎"
"40800_0622_16","糟屋郡","宇美町宇美早見"
"40800_0622_14","糟屋郡","宇美町宇美馬場"
"40800_0622_17","糟屋郡","宇美町宇美日の丸"
"40800_0622_18","糟屋郡","宇美町宇美福博浦田"
"40800_0622_19","糟屋郡","宇美町宇美福博鎌倉"
"40800_0622_20","糟屋郡","宇美町宇美福博中央区"
"40800_0622_21","糟屋郡","宇美町宇美本村"
"40800_0622_22","糟屋郡","宇美町宇美山の下"
"40800_1271_00","糟屋郡","宇美町宇美中央"
"40800_0774_00","糟屋郡","宇美町宇美早見団地"
"40800_0964_00","糟屋郡","宇美町宇美東"
"40800_0786_00","糟屋郡","宇美町宇美若草団地"
"40800_0711_00","糟屋郡","宇美町上宇美"
"40800_1042_00","糟屋郡","宇美町貴船"
"40800_1129_00","糟屋郡","宇美町光正寺"
"40800_1030_00","糟屋郡","宇美町桜原"
"40800_0659_00","糟屋郡","宇美町四王寺"
"40800_0949_00","糟屋郡","宇美町四王寺坂"
"40800_0735_00","糟屋郡","宇美町下宇美"
"40800_1170_00","糟屋郡","宇美町障子岳"
"40800_1004_00","糟屋郡","宇美町障子岳南"
"40800_1345_00","糟屋郡","宇美町神武原"
"40800_0646_00","糟屋郡","宇美町炭焼"
"40800_0646_01","糟屋郡","宇美町炭焼内野谷"
"40800_0646_02","糟屋郡","宇美町炭焼大谷"
"40800_0646_03","糟屋郡","宇美町炭焼山神町"
"40800_0646_04","糟屋郡","宇美町炭焼大正町"
"40800_0646_05","糟屋郡","宇美町炭焼原田上"
"40800_0646_06","糟屋郡","宇美町炭焼原田下"
"40800_0646_07","糟屋郡","宇美町炭焼原田中央区"
"40800_0646_08","糟屋郡","宇美町炭焼府内"
"40800_0646_09","糟屋郡","宇美町炭焼明治町"
"40800_1028_00","糟屋郡","宇美町とびたけ"
"40800_1055_00","糟屋郡","宇美町原田"
"40800_0937_00","糟屋郡","宇美町ひばりが丘"
"40800_0762_00","糟屋郡","宇美町平島"
"40800_1093_00","糟屋郡","宇美町平和"
"40800_1105_00","糟屋郡","宇美町明神坂"
"40800_0952_00","糟屋郡","宇美町ゆりが丘"
"40800_1156_00","糟屋郡","宇美町若草"
"40800_0077_00","糟屋郡","粕屋町阿惠"
"40800_0014_00","糟屋郡","粕屋町内橋"
"40800_0038_00","糟屋郡","粕屋町江辻"
"40800_0053_00","糟屋郡","粕屋町大隈"
"40800_0697_00","糟屋郡","粕屋町上大隈"
"40800_1168_00","糟屋郡","粕屋町駕与丁"
"40800_1269_00","糟屋郡","粕屋町甲仲原"
"40800_0091_00","糟屋郡","粕屋町酒殿"
"40800_0040_00","糟屋郡","粕屋町長者原"
"40800_1283_00","糟屋郡","粕屋町長者原西"
"40800_1319_00","糟屋郡","粕屋町長者原東"
"40800_0026_00","糟屋郡","粕屋町戸原"
"40800_1360_00","糟屋郡","粕屋町戸原西"
"40800_1321_00","糟屋郡","粕屋町戸原東"
"40800_0103_00","糟屋郡","粕屋町仲原"
"40800_1295_00","糟屋郡","粕屋町仲原高原"
"40800_1307_00","糟屋郡","粕屋町仲原鶴町"
"40800_1194_00","糟屋郡","粕屋町花ヶ浦"
"40800_0089_00","糟屋郡","粕屋町原町"
"40800_0065_00","糟屋郡","粕屋町柚須"
"40800_1220_00","糟屋郡","粕屋町若宮"
"40800_0418_00","糟屋郡","篠栗町乙犬"
"40800_0406_00","糟屋郡","篠栗町尾仲"
"40800_0356_00","糟屋郡","篠栗町金出"
"40800_0368_00","糟屋郡","篠栗町篠栗"
"40800_0343_00","糟屋郡","篠栗町高田"
"40800_0394_00","糟屋郡","篠栗町田中"
"40800_1384_00","糟屋郡","篠栗町中央"
"40800_0382_00","糟屋郡","篠栗町津波黒"
"40800_0709_00","糟屋郡","篠栗町内住"
"40800_0331_00","糟屋郡","篠栗町萩尾"
"40800_0420_00","糟屋郡","篠栗町若杉"
"40800_0370_00","糟屋郡","篠栗町和田"
"40800_0812_00","糟屋郡","志免町石橋台"
"40800_1182_00","糟屋郡","志免町王子"
"40800_1131_00","糟屋郡","志免町片峰"
"40800_1143_00","糟屋郡","志免町片峰中央"
"40800_0976_00","糟屋郡","志免町坂瀬"
"40800_0798_00","糟屋郡","志免町桜丘"
"40800_0329_00","糟屋郡","志免町志免"
"40800_1117_00","糟屋郡","志免町志免中央"
"40800_1067_00","糟屋郡","志免町志免東"
"40800_0317_00","糟屋郡","志免町田富"
"40800_1081_00","糟屋郡","志免町東公園台"
"40800_0281_00","糟屋郡","志免町別府"
"40800_1244_00","糟屋郡","志免町別府北"
"40800_1232_00","糟屋郡","志免町別府西"
"40800_1218_00","糟屋郡","志免町別府東"
"40800_1079_00","糟屋郡","志免町松ヶ丘"
"40800_0279_00","糟屋郡","志免町御手洗"
"40800_0293_00","糟屋郡","志免町南里"
"40800_0988_00","糟屋郡","志免町向ヶ丘"
"40800_0305_00","糟屋郡","志免町吉原"
"40800_0572_00","糟屋郡","新宮町相島"
"40800_0521_00","糟屋郡","新宮町上府"
"40800_1333_00","糟屋郡","新宮町上府北"
"40800_0863_00","糟屋郡","新宮町桜山手"
"40800_0545_00","糟屋郡","新宮町下府"
"40800_0558_00","糟屋郡","新宮町新宮"
"40800_1358_00","糟屋郡","新宮町新宮東"
"40800_0596_00","糟屋郡","新宮町立花口"
"40800_1257_00","糟屋郡","新宮町中央駅前"
"40800_0913_00","糟屋郡","新宮町花立花"
"40800_0608_00","糟屋郡","新宮町原上"
"40800_0584_00","糟屋郡","新宮町的野"
"40800_0990_00","糟屋郡","新宮町美咲"
"40800_0610_00","糟屋郡","新宮町三代"
"40800_1372_00","糟屋郡","新宮町三代西"
"40800_1016_00","糟屋郡","新宮町緑ケ浜"
"40800_0560_00","糟屋郡","新宮町湊"
"40800_0875_00","糟屋郡","新宮町湊坂"
"40800_1206_00","糟屋郡","新宮町杜の宮"
"40800_0533_00","糟屋郡","新宮町夜臼"
"40800_0469_00","糟屋郡","須惠町植木"
"40800_0469_01","糟屋郡","須惠町植木乙植木"
"40800_0469_02","糟屋郡","須惠町植木甲植木"
"40800_0469_03","糟屋郡","須惠町植木若葉町"
"40800_0495_00","糟屋郡","須惠町上須惠"
"40800_0495_01","糟屋郡","須惠町上須恵川子"
"40800_0519_00","糟屋郡","須惠町佐谷"
"40800_0507_00","糟屋郡","須惠町新原"
"40800_0471_00","糟屋郡","須惠町須惠"
"40800_0471_01","糟屋郡","須惠町須恵一番田"
"40800_0471_02","糟屋郡","須惠町須恵城山"
"40800_0471_03","糟屋郡","須惠町須恵長礼"
"40800_0483_00","糟屋郡","須惠町旅石"
"40800_0483_01","糟屋郡","須惠町旅石昭穂"
"40800_0483_02","糟屋郡","須惠町旅石旭ヶ丘"
"40800_0483_03","糟屋郡","須惠町旅石新生西"
"40800_0483_04","糟屋郡","須惠町旅石新生東"
"40800_0483_05","糟屋郡","須惠町旅石喜多"
"40800_0483_06","糟屋郡","須惠町旅石衆楽"
"40800_0483_07","糟屋郡","須惠町旅石須恵西"
"40800_0483_08","糟屋郡","須惠町旅石清松"
"40800_0483_09","糟屋郡","須惠町旅石大星"
"40800_0483_10","糟屋郡","須惠町旅石高丘"
"40800_0483_11","糟屋郡","須惠町旅石千代住"
"40800_0483_12","糟屋郡","須惠町旅石飛越"
"40800_0673_00","糟屋郡","久山町猪野"
"40800_0661_00","糟屋郡","久山町久原"
"40800_0685_00","糟屋郡","久山町山田"
"40806_1000_00","筑紫郡","那珂川町安徳"
"40806_1087_00","筑紫郡","那珂川町井尻"
"40806_0844_00","筑紫郡","那珂川町市ノ瀬"
"40806_0945_00","筑紫郡","那珂川町今光"
"40806_0933_00","筑紫郡","那珂川町後野"
"40806_0832_00","筑紫郡","那珂川町埋金"
"40806_0871_00","筑紫郡","那珂川町恵子"
"40806_1101_00","筑紫郡","那珂川町王塚台"
"40806_0869_00","筑紫郡","那珂川町片縄"
"40806_1137_00","筑紫郡","那珂川町片縄北"
"40806_1125_00","筑紫郡","那珂川町片縄西"
"40806_1149_00","筑紫郡","那珂川町片縄東"
"40806_1012_00","筑紫郡","那珂川町上梶原"
"40806_0857_00","筑紫郡","那珂川町五ヶ山"
"40806_0972_00","筑紫郡","那珂川町五郎丸"
"40806_0996_00","筑紫郡","那珂川町下梶原"
"40806_0984_00","筑紫郡","那珂川町仲"
"40806_1188_00","筑紫郡","那珂川町仲丸"
"40806_0883_00","筑紫郡","那珂川町道善"
"40806_0960_00","筑紫郡","那珂川町中原"
"40806_1164_00","筑紫郡","那珂川町中原東"
"40806_0806_00","筑紫郡","那珂川町南面里"
"40806_0818_00","筑紫郡","那珂川町成竹"
"40806_0895_00","筑紫郡","那珂川町西隈"
"40806_0921_00","筑紫郡","那珂川町西畑"
"40806_1024_00","筑紫郡","那珂川町東隈"
"40806_0820_00","筑紫郡","那珂川町不入道"
"40806_0919_00","筑紫郡","那珂川町別所"
"40806_0958_00","筑紫郡","那珂川町松木"
"40806_1176_00","筑紫郡","那珂川町松原"
"40806_1152_00","筑紫郡","那珂川町観晴が丘"
"40806_0907_00","筑紫郡","那珂川町山田"
"40001_1375_00","北九州市門司区","青浜"
"40001_1553_00","北九州市門司区","青葉台"
"40001_1906_00","北九州市門司区","旭ヶ丘"
"40001_1185_00","北九州市門司区","旭町"
"40001_1399_00","北九州市門司区","伊川"
"40001_1856_00","北九州市門司区","泉ヶ丘"
"40001_2163_00","北九州市門司区","稲積"
"40001_0409_00","北九州市門司区","稲荷町"
"40001_1464_00","北九州市門司区","井ノ浦"
"40001_1413_00","北九州市門司区","今津"
"40001_1058_00","北九州市門司区","井領田"
"40001_0676_00","北九州市門司区","梅ノ木町"
"40001_1452_00","北九州市門司区","浦中"
"40001_1072_00","北九州市門司区","老松町"
"40001_2249_00","北九州市門司区","大久保"
"40001_1742_00","北九州市門司区","大久保西海岸通"
"40001_1223_00","北九州市門司区","大久保本町"
"40001_1211_00","北九州市門司区","大久保六反田"
"40001_1363_00","北九州市門司区","大積"
"40001_0841_00","北九州市門司区","大山町"
"40001_2365_00","北九州市門司区","奥田"
"40001_0322_00","北九州市門司区","奥田町"
"40001_1146_00","北九州市門司区","花月園"
"40001_2100_00","北九州市門司区","風師"
"40001_1336_00","北九州市門司区","春日町"
"40001_2086_00","北九州市門司区","片上海岸"
"40001_1502_00","北九州市門司区","片上海岸通"
"40001_0373_00","北九州市門司区","片上町"
"40001_0447_00","北九州市門司区","蟹喰町"
"40001_1666_00","北九州市門司区","上二十町"
"40001_0043_00","北九州市門司区","上藤松"
"40001_1134_00","北九州市門司区","上本町"
"40001_0056_00","北九州市門司区","上馬寄"
"40001_0450_00","北九州市門司区","観音町"
"40001_1437_00","北九州市門司区","吉志"
"40001_2480_00","北九州市門司区","吉志新町"
"40001_0601_00","北九州市門司区","北石原町"
"40001_0740_00","北九州市門司区","北方町"
"40001_0385_00","北九州市門司区","北川町"
"40001_1324_00","北九州市門司区","喜多久"
"40001_0296_00","北九州市門司区","北栄町"
"40001_0284_00","北九州市門司区","北本町"
"40001_0397_00","北九州市門司区","北町"
"40001_1767_00","北九州市門司区","旧門司"
"40001_0928_00","北九州市門司区","京町"
"40001_2148_00","北九州市門司区","清滝"
"40001_0904_00","北九州市門司区","清滝町"
"40001_1793_00","北九州市門司区","清見"
"40001_2175_00","北九州市門司区","清見佐夜町"
"40001_1197_00","北九州市門司区","清見町"
"40001_2098_00","北九州市門司区","葛葉"
"40001_0575_00","北九州市門司区","葛葉町"
"40001_0551_00","北九州市門司区","葛葉向町"
"40001_0536_00","北九州市門司区","百済町"
"40001_2252_00","北九州市門司区","黒川"
"40001_2439_00","北九州市門司区","黒川東"
"40001_1300_00","北九州市門司区","黒川本町"
"40001_2466_00","北九州市門司区","黒川西"
"40001_1894_00","北九州市門司区","軍道通り"
"40001_0854_00","北九州市門司区","庚申町"
"40001_1639_00","北九州市門司区","後楽町"
"40001_0702_00","北九州市門司区","黄金町"
"40001_1490_00","北九州市門司区","小松町"
"40001_2050_00","北九州市門司区","小森江"
"40001_0512_00","北九州市門司区","小森江西新町"
"40001_0245_00","北九州市門司区","小森江南本町"
"40001_0652_00","北九州市門司区","小森江向町"
"40001_0916_00","北九州市門司区","栄町"
"40001_1817_00","北九州市門司区","桜ヶ丘"
"40001_1401_00","北九州市門司区","猿喰"
"40001_0942_00","北九州市門司区","棧橋通"
"40001_0435_00","北九州市門司区","汐入町"
"40001_1680_00","北九州市門司区","下二十町"
"40001_0068_00","北九州市門司区","下馬寄"
"40001_1615_00","北九州市門司区","社ノ木"
"40001_1060_00","北九州市門司区","庄司町"
"40001_0827_00","北九州市門司区","白木崎"
"40001_0803_00","北九州市門司区","白木崎西町"
"40001_1728_00","北九州市門司区","白木崎東町"
"40001_1351_00","北九州市門司区","白野江"
"40001_1387_00","北九州市門司区","白野江山中"
"40001_1488_00","北九州市門司区","城山町"
"40001_2264_00","北九州市門司区","新開"
"40001_0791_00","北九州市門司区","新清滝町"
"40001_1603_00","北九州市門司区","新生町"
"40001_1805_00","北九州市門司区","新原町"
"40001_2276_00","北九州市門司区","新門司"
"40001_2276_01","北九州市門司区","新門司工業団地"
"40001_2441_00","北九州市門司区","新門司北"
"40001_0878_00","北九州市門司区","新羅町"
"40001_0258_00","北九州市門司区","寺内"
"40001_1716_00","北九州市門司区","神功園"
"40001_0866_00","北九州市門司区","涼町"
"40001_1831_00","北九州市門司区","住吉町"
"40001_1730_00","北九州市門司区","瀬戸町"
"40001_1348_00","北九州市門司区","高砂町"
"40001_2011_00","北九州市門司区","高田"
"40001_2427_00","北九州市門司区","太刀浦海岸"
"40001_1122_00","北九州市門司区","谷町"
"40001_2225_00","北九州市門司区","田野浦"
"40001_1920_00","北九州市門司区","田野浦奥迫"
"40001_2290_00","北九州市門司区","田野浦海岸"
"40001_1755_00","北九州市門司区","田野浦笠石"
"40001_1262_00","北九州市門司区","田野浦北ノ町"
"40001_1932_00","北九州市門司区","田野浦汐見ヶ丘"
"40001_1274_00","北九州市門司区","田野浦昭和町"
"40001_1235_00","北九州市門司区","田野浦新開"
"40001_1298_00","北九州市門司区","田野浦太刀浦"
"40001_1250_00","北九州市門司区","田野浦仲ノ町"
"40001_1286_00","北九州市門司区","田野浦鳴竹"
"40001_1247_00","北九州市門司区","田野浦南ノ町"
"40001_0789_00","北九州市門司区","田畑町"
"40001_2201_00","北九州市門司区","大里"
"40001_2302_00","北九州市門司区","大里海岸通"
"40001_2454_00","北九州市門司区","大里桜ケ丘"
"40001_0017_00","北九州市門司区","大里新町"
"40001_1589_00","北九州市門司区","大里新町海岸通"
"40001_2023_00","北九州市門司区","大里戸ノ上"
"40001_1591_00","北九州市門司区","大里西新町"
"40001_1944_00","北九州市門司区","大里原町"
"40001_2047_00","北九州市門司区","大里東"
"40001_2377_00","北九州市門司区","大里東口"
"40001_1577_00","北九州市門司区","大里東新町"
"40001_0688_00","北九州市門司区","大里本町"
"40001_1829_00","北九州市門司区","大里南本町"
"40001_2187_00","北九州市門司区","大里元町"
"40001_1971_00","北九州市門司区","大里桃山町"
"40001_1045_00","北九州市門司区","中学通"
"40001_1007_00","北九州市門司区","辻本町"
"40001_1449_00","北九州市門司区","恒見"
"40001_2415_00","北九州市門司区","恒見町"
"40001_0219_00","北九州市門司区","戸上通"
"40001_0031_00","北九州市門司区","中通町"
"40001_1678_00","北九州市門司区","中二十町"
"40001_0815_00","北九州市門司区","仲浜町"
"40001_2389_00","北九州市門司区","中町"
"40001_1918_00","北九州市門司区","中山町"
"40001_2213_00","北九州市門司区","永黒町"
"40001_0637_00","北九州市門司区","永黒"
"40001_2326_00","北九州市門司区","長谷"
"40001_0981_00","北九州市門司区","長谷町"
"40001_2314_00","北九州市門司区","鳴竹"
